Municipio,Año,Mes,ALLSKY_SFC_LW_DWN,GWETROOT,PRECTOTCORR,PS,RH2M,T2M,WS2M,NDVI,NDVI_min,NDVI_max,NDVI_std,n_observaciones_16d
Aguadas,2017,2,31.55,0.87,2.78,81.69,85.07,17.72,0.27,0.6395,0.5355,0.7435,0.1470782104868019,2
Aguadas,2017,3,32.41,0.92,9.7,81.69,89.53,17.44,0.22,0.57565,0.3967,0.7546,0.2530735169866654,2
Aguadas,2017,4,32.04,0.96,4.75,81.66,88.16,18.31,0.22,0.49415,0.2553,0.733,0.3377849093728137,2
Aguadas,2017,5,32.01,0.98,10.52,81.75,89.56,18.07,0.2,0.8019499999999999,0.7845,0.8194,0.0246780266634105,2
Aguadas,2017,6,31.9,0.95,6.44,81.74,89.58,17.84,0.2,0.62905,0.4801,0.778,0.2106471101154725,2
Aguadas,2017,7,31.67,0.88,3.75,81.78,86.32,17.88,0.16,0.7851,0.7249,0.8453,0.0851356564548603,2
Aguadas,2017,8,31.66,0.82,6.59,81.74,87.09,18.03,0.2,0.8161499999999999,0.8129,0.8194,0.0045961940777125,2
Aguadas,2017,9,31.82,0.84,5.79,81.72,88.39,18.0,0.21,0.26265,0.2592,0.2661,0.0048790367901871,2
Aguadas,2017,10,31.86,0.88,6.7,81.65,89.05,17.75,0.21,0.3514,0.3514,0.3514,,1
Aguadas,2017,11,31.79,0.96,8.07,81.59,91.79,17.19,0.25,0.2771,0.2649,0.2893,0.0172534054609517,2
Aguadas,2017,12,31.59,0.96,5.44,81.63,89.31,17.44,0.22,0.6313,0.4913,0.7713,0.1979898987322333,2
Aguadas,2018,1,31.68,0.94,4.74,81.6,88.75,17.13,0.22,0.35045,0.0899,0.611,0.3684733436763099,2
Aguadas,2018,2,32.08,0.89,5.46,81.61,87.94,17.7,0.19,0.6856,0.5816,0.7896,0.1470782104868018,2
Aguadas,2018,3,32.12,0.87,3.59,81.59,87.32,18.19,0.2,0.46985,0.4575,0.4822,0.0174655374953077,2
Aguadas,2018,4,32.04,0.94,7.05,81.71,89.83,17.45,0.19,0.2966,0.2171,0.3761,0.112429978208661,2
Aguadas,2018,5,32.04,0.98,9.32,81.72,91.17,17.76,0.17,0.50585,0.2257,0.786,0.3961919294988226,2
Aguadas,2018,6,31.62,0.95,6.18,81.76,88.06,17.89,0.13,0.56665,0.5104,0.6229,0.0795495128834866,2
Aguadas,2018,7,31.64,0.86,3.69,81.73,86.94,17.84,0.16,0.77545,0.732,0.8189,0.0614475792851109,2
Aguadas,2018,8,31.18,0.8,4.14,81.76,83.54,17.44,0.23,0.39175,0.1367,0.6468,0.3606951690832579,2
Aguadas,2018,9,31.84,0.75,6.62,81.64,86.3,17.72,0.23,0.4697,0.2212,0.7182,0.3514320702497141,2
Aguadas,2018,10,31.81,0.87,7.63,81.66,90.68,17.32,0.25,0.8181,0.8181,0.8181,,1
Aguadas,2018,11,31.99,0.96,8.49,81.61,92.57,17.44,0.23,0.4816,0.3553,0.6079,0.1786151729277219,2
Aguadas,2018,12,31.35,0.94,2.49,81.66,88.01,17.36,0.26,0.6943,0.6853,0.7033,0.0127279220613578,2
Aguadas,2019,1,31.69,0.82,2.53,81.65,87.26,17.8,0.21,0.7321,0.7033,0.7609,0.0407293505963451,2
Aguadas,2019,2,32.33,0.76,4.63,81.64,88.02,18.33,0.19,0.72635,0.6743,0.7784,0.0736098159215196,2
Aguadas,2019,3,32.52,0.79,4.75,81.66,88.9,18.36,0.21,0.5669,0.4604,0.6734,0.1506137443927346,2
Aguadas,2019,4,32.33,0.93,8.06,81.7,89.73,18.36,0.21,0.43035,0.3539,0.5068,0.1081166268434231,2
Aguadas,2019,5,31.94,0.97,11.46,81.7,90.0,18.47,0.18,0.69625,0.6726,0.7199,0.0334461507501237,2
Aguadas,2019,6,31.73,0.97,5.5,81.75,88.11,18.21,0.15,0.7976000000000001,0.7881,0.8071,0.0134350288425443,2
Aguadas,2019,7,31.42,0.88,4.3,81.75,86.21,17.93,0.19,0.58905,0.4734,0.7047,0.1635537984884484,2
Aguadas,2019,8,31.29,0.73,2.31,81.77,81.55,18.27,0.22,0.7303,0.6815,0.7791,0.069013621843807,2
Aguadas,2019,9,31.56,0.65,5.13,81.73,81.26,18.61,0.23,0.72485,0.6945,0.7552,0.0429213816180234,2
Aguadas,2019,10,31.6,0.78,8.87,81.65,89.09,17.56,0.21,0.4244,0.4244,0.4244,,1
Aguadas,2019,11,31.6,0.93,7.65,81.59,91.12,17.64,0.23,0.6092500000000001,0.4273,0.7912,0.2573161576737846,2
Aguadas,2019,12,31.56,0.92,4.64,81.61,89.51,18.1,0.24,0.5618000000000001,0.3357,0.7879,0.3197536864525568,2
Aguadas,2020,1,31.33,0.84,1.98,81.69,86.21,17.87,0.25,0.78305,0.7807,0.7854,0.0033234018715767,2
Aguadas,2020,2,31.65,0.76,5.66,81.69,83.83,18.44,0.26,0.7273499999999999,0.7184,0.7363,0.0126572113832391,2
Aguadas,2020,3,32.34,0.78,3.78,81.7,86.07,18.64,0.2,0.7024999999999999,0.6416,0.7634,0.0861256059485214,2
Aguadas,2020,4,32.35,0.8,6.04,81.74,87.96,18.68,0.21,0.4225,0.3825,0.4625,0.0565685424949237,2
Aguadas,2020,5,31.92,0.79,4.51,81.75,87.76,18.72,0.2,0.47945,0.4698,0.4891,0.0136471608769003,2
Aguadas,2020,6,31.69,0.79,5.21,81.75,87.22,17.88,0.19,0.58255,0.2168,0.9483,0.5172486104379596,2
Aguadas,2020,7,31.57,0.81,6.83,81.7,87.59,17.71,0.21,0.68225,0.5745,0.79,0.152381511345701,2
Aguadas,2020,8,31.53,0.78,5.85,81.71,86.82,17.9,0.24,0.7065,0.6411,0.7719,0.0924895669792004,2
Aguadas,2020,9,31.75,0.83,4.99,81.69,86.44,17.99,0.25,0.36405,0.0849,0.6432,0.3947777159364495,2
Aguadas,2020,10,31.57,0.74,4.96,81.64,85.89,18.03,0.26,0.4857,0.3371,0.6343,0.2101521353686419,2
Aguadas,2020,11,31.57,0.79,2.39,81.64,88.5,17.5,0.26,0.6046,0.6046,0.6046,,1
Aguadas,2020,12,31.63,0.71,3.66,81.6,87.59,17.77,0.24,0.4176499999999999,0.3761,0.4592,0.058760573516602,2
Aguadas,2021,1,31.58,0.75,2.94,81.57,85.08,18.1,0.27,0.5185,0.3265,0.7105,0.2715290039756342,2
Aguadas,2021,2,32.38,0.7,3.06,81.56,86.42,18.29,0.25,0.3474,0.1214,0.5734,0.3196122650963195,2
Aguadas,2021,3,32.22,0.69,2.94,81.61,85.29,17.6,0.23,0.27785,0.1869,0.3688,0.1286227234978329,2
Aguadas,2021,4,31.92,0.71,4.55,81.62,86.03,18.37,0.2,0.64815,0.4244,0.8719,0.31643028458098,2
Aguadas,2021,5,31.98,0.66,1.07,81.72,83.16,18.57,0.18,0.5715,0.2679,0.8751,0.4293552375364716,2
Aguadas,2021,6,31.56,0.66,4.48,81.76,84.32,17.95,0.19,0.47695,0.2116,0.7423,0.3752615687757007,2
Aguadas,2021,7,31.58,0.61,1.76,81.76,77.56,18.71,0.18,0.7880499999999999,0.7312,0.8449,0.0803980410209104,2
Aguadas,2021,8,31.65,0.58,2.56,81.74,77.28,18.84,0.2,0.4936,0.3994,0.5878,0.1332189175755455,2
Aguadas,2021,9,31.68,0.6,3.02,81.73,76.77,19.02,0.2,0.30645,0.1448,0.4681,0.2286076223576108,2
Aguadas,2021,10,31.81,0.63,3.21,81.67,83.52,18.58,0.2,0.3241,0.3241,0.3241,,1
Aguadas,2021,11,31.85,0.63,3.75,81.64,85.07,18.04,0.24,0.30205,0.2349,0.3692,0.0949644407133533,2
Aguadas,2021,12,31.82,0.68,3.8,81.61,88.95,17.69,0.23,0.3883,0.0534,0.7232,0.4736201220387495,2
Aguadas,2022,1,31.88,0.72,3.76,81.63,86.94,17.54,0.22,0.72685,0.6839,0.7698,0.0607404725039244,2
Aguadas,2022,2,32.1,0.74,6.57,81.59,88.18,17.6,0.25,0.5394,0.4857,0.5931,0.0759432682994351,2
Aguadas,2022,3,32.15,0.87,8.25,81.62,88.8,17.68,0.22,0.58995,0.3604,0.8195,0.3246327232427439,2
Aguadas,2022,4,31.91,0.98,10.59,81.62,89.61,17.9,0.21,0.4575,0.1463,0.7687,0.4401032606105072,2
Aguadas,2022,5,31.76,0.98,7.82,81.72,89.39,18.05,0.19,0.20825,0.1059,0.3106,0.1447447581088862,2
Aguadas,2022,6,31.8,0.98,8.45,81.72,90.57,17.29,0.19,0.1953,0.166,0.2246,0.0414364573775316,2
Aguadas,2022,7,31.51,0.95,8.91,81.73,88.22,17.72,0.19,0.21155,0.1086,0.3145,0.1455932862463101,2
Aguadas,2022,8,31.34,0.96,6.16,81.72,86.95,17.62,0.19,0.25975,0.2058,0.3137,0.0762968216900284,2
Aguadas,2022,9,31.74,0.91,6.67,81.71,88.82,17.69,0.2,0.2166,0.0989,0.3343,0.1664529362913132,2
Aguadas,2022,10,31.66,0.97,9.27,81.68,91.16,17.29,0.23,0.1026,0.1026,0.1026,,1
Aguadas,2022,11,31.63,0.99,9.53,81.65,91.94,17.11,0.22,0.58125,0.3117,0.8508,0.3812012657376678,2
Aguadas,2022,12,31.35,0.96,3.66,81.6,89.91,17.12,0.22,0.29555,0.1102,0.4809,0.2621244837858532,2
Aguadas,2023,1,31.02,0.96,6.98,81.69,88.91,16.65,0.22,0.68165,0.6011,0.7622,0.1139149024491528,2
Aguadas,2023,2,31.49,0.88,2.67,81.62,87.5,17.5,0.2,0.3919,0.1124,0.6714,0.3952726906832801,2
Aguadas,2023,3,32.05,0.94,9.2,81.68,89.1,17.55,0.22,0.7089,0.6322,0.7856,0.1084701802340163,2
Aguadas,2023,4,31.71,0.97,6.84,81.64,88.41,17.98,0.22,0.6769,0.5378,0.816,0.1967171065260975,2
Aguadas,2023,5,31.8,0.92,6.21,81.7,88.74,18.68,0.2,0.79045,0.7754,0.8055,0.021283914113715,2
Aguadas,2023,6,31.26,0.91,4.76,81.73,86.48,18.24,0.21,0.7311,0.6919,0.7703,0.0554371716450253,2
Aguadas,2023,7,31.25,0.86,5.41,81.75,86.79,18.23,0.2,0.75665,0.75,0.7633,0.009404520189781,2
Aguadas,2023,8,31.36,0.77,4.27,81.74,84.06,18.47,0.26,0.6755,0.6467,0.7043,0.040729350596345,2
Aguadas,2023,9,31.5,0.71,3.68,81.69,83.53,18.96,0.24,0.77485,0.763,0.7867,0.016758430714121,2
Aguadas,2023,10,32.0,0.76,7.0,81.69,89.31,18.13,0.24,0.6428,0.6428,0.6428,,1
Aguadas,2023,11,31.83,0.87,6.27,81.63,89.78,18.17,0.21,0.57575,0.4115,0.74,0.2322845776197808,2
Aguadas,2023,12,31.76,0.84,3.73,81.62,89.71,18.45,0.25,0.5700000000000001,0.3579,0.7821,0.2999546965793334,2
Aguadas,2024,1,31.16,0.75,0.94,81.71,81.68,19.14,0.27,0.7345,0.7042,0.7648,0.0428506709399047,2
Aguadas,2024,2,32.21,0.68,4.1,81.7,84.28,19.46,0.21,0.6279,0.5308,0.725,0.1373201369064274,2
Aguadas,2024,3,32.77,0.63,2.69,81.7,80.43,20.36,0.18,0.50715,0.4906,0.5237,0.0234052344572747,2
Aguadas,2024,4,32.47,0.69,6.81,81.69,86.05,19.24,0.22,0.4012,0.2648,0.5376,0.1928987299076902,2
Aguadas,2024,5,32.51,0.92,12.44,81.7,91.01,19.01,0.19,0.7754,0.714,0.8368,0.086832712729708,2
Aguadas,2024,6,32.15,0.98,11.5,81.75,90.34,18.53,0.17,0.6771,0.5484,0.8058,0.1820092854774172,2
Aguadas,2024,7,31.45,0.94,5.28,81.75,87.04,18.54,0.16,0.37295,0.2126,0.5333,0.2267691447265258,2
Aguadas,2024,8,31.44,0.85,5.38,81.79,86.07,18.34,0.22,0.7309,0.6616,0.8002,0.0980049998724555,2
Aguadas,2024,9,31.72,0.76,4.42,81.69,85.79,18.71,0.22,0.7980499999999999,0.7601,0.836,0.0536694046920588,2
Aguadas,2024,10,31.71,0.81,6.67,81.71,88.37,18.28,0.24,0.46335,0.3577,0.569,0.1494116628647174,2
Aguadas,2024,11,31.96,0.9,7.56,81.65,91.74,17.61,0.24,0.5884,0.5884,0.5884,,1
Aguadas,2024,12,31.87,0.92,5.65,81.63,91.48,17.7,0.23,0.61215,0.4962,0.7281,0.1639780625571603,2
Aguadas,2025,1,31.29,0.92,2.98,81.69,87.89,17.89,0.23,0.77745,0.7704,0.7845,0.0099702056147303,2
Aguadas,2025,2,32.43,0.91,8.19,81.61,91.26,17.95,0.2,0.30405,0.1241,0.484,0.2544877305490384,2
Aguadas,2025,3,31.91,0.98,8.25,81.69,90.26,17.79,0.22,0.5509,0.3722,0.7296,0.2527199635960722,2
Aguadas,2025,4,32.11,0.99,12.75,81.65,90.23,18.43,0.19,0.1780499999999999,0.1676,0.1885,0.0147785317267988,2
Aguadas,2025,5,32.04,0.99,8.3,81.71,89.89,18.33,0.16,0.7658,0.7028,0.8288,0.0890954544295049,2
Aguadas,2025,6,31.73,0.98,10.94,81.75,89.83,18.16,0.15,0.65375,0.6345,0.673,0.0272236110756821,2
Aguadas,2025,7,31.18,0.87,2.97,81.77,86.15,18.17,0.15,0.692,0.6687,0.7153,0.0329511760032932,2
Aguadas,2025,8,31.55,0.8,5.28,81.76,87.13,18.04,0.18,0.79235,0.7636,0.8211,0.0406586399182265,2
Aguadas,2025,9,31.59,0.78,10.45,81.74,86.93,18.16,0.22,0.4712,0.4657,0.4767,0.007778174593052,2
Aguadas,2025,10,31.66,0.91,7.16,81.67,89.82,17.68,0.22,0.0942,0.0942,0.0942,,1
Aguadas,2025,11,31.81,0.91,4.69,81.63,91.15,17.57,0.23,0.50545,0.2711,0.7398,0.3314209483421348,2
Aguadas,2025,12,,0.92,3.61,81.59,90.63,17.48,0.23,0.26695,0.1439,0.39,0.1740189788500093,2
Anserma,2000,2,32.14,0.97,13.2,78.9,88.59,15.52,0.25,0.6743,0.6743,0.6743,,1
Anserma,2000,3,32.21,0.99,11.04,78.83,87.66,15.89,0.25,0.61275,0.4787,0.7468,0.1895753280361134,2
Anserma,2000,4,32.52,0.98,11.93,78.89,88.17,16.01,0.26,0.5619,0.4107,0.7131,0.2138290906308119,2
Anserma,2000,5,32.34,0.99,16.1,78.93,89.09,15.9,0.22,0.53335,0.2238,0.8429,0.4377698082325915,2
Anserma,2000,6,31.99,0.99,12.89,78.96,88.68,15.47,0.23,0.79335,0.6966,0.8901,0.1368251621595969,2
Anserma,2000,7,31.73,0.97,10.3,78.93,87.23,14.95,0.27,0.80315,0.7717,0.8346,0.0444770165366338,2
Anserma,2000,8,31.44,0.94,9.03,78.95,85.27,15.29,0.29,0.8193,0.8034,0.8352,0.0224859956417322,2
Anserma,2000,9,31.75,0.96,10.82,78.91,88.52,15.27,0.28,0.84885,0.8119,0.8858,0.0522551911296859,2
Anserma,2000,10,31.92,0.96,8.01,78.87,88.24,15.54,0.29,0.8099000000000001,0.7574,0.8624,0.0742462120245875,2
Anserma,2000,11,31.85,0.98,7.67,78.81,89.22,15.29,0.31,0.8833,0.8833,0.8833,,1
Anserma,2000,12,31.38,0.9,4.53,78.84,87.9,15.74,0.32,0.8624,0.8572,0.8676,0.0073539105243401,2
Anserma,2001,1,31.45,0.89,4.12,78.9,85.41,15.26,0.32,0.8368,0.806,0.8676,0.0435577777210912,2
Anserma,2001,2,32.35,0.82,4.0,78.79,84.44,15.71,0.31,0.8345,0.8148,0.8542,0.0278600071787499,2
Anserma,2001,3,32.46,0.86,5.89,78.89,87.19,16.09,0.24,0.80715,0.787,0.8273,0.0284964032818178,2
Anserma,2001,4,32.43,0.88,6.35,78.91,86.31,16.38,0.25,0.7788999999999999,0.7509,0.8069,0.0395979797464466,2
Anserma,2001,5,32.19,0.92,7.76,78.94,88.29,16.04,0.25,0.7624500000000001,0.7003,0.8246,0.0878933729014878,2
Anserma,2001,6,31.75,0.91,6.85,78.96,86.07,15.46,0.28,0.8294,0.7979,0.8609,0.0445477272147524,2
Anserma,2001,7,31.71,0.85,4.75,78.98,84.95,15.31,0.28,0.8182,0.8058,0.8306,0.0175362481734264,2
Anserma,2001,8,31.76,0.84,7.48,79.0,82.4,15.5,0.35,0.8144,0.7761,0.8527,0.0541643794388895,2
Anserma,2001,9,31.91,0.86,7.5,78.94,86.19,15.34,0.29,0.7458,0.645,0.8466,0.1425527270872079,2
Anserma,2001,10,32.1,0.87,5.95,78.89,87.0,15.91,0.33,0.8499,0.8499,0.8499,,1
Anserma,2001,11,32.04,0.91,10.35,78.88,88.74,15.67,0.31,0.83735,0.8366,0.8381,0.0010606601717798,2
Anserma,2001,12,32.37,0.96,8.27,78.79,89.72,16.23,0.29,0.7294,0.5933,0.8655,0.1924744658389782,2
Anserma,2002,1,31.75,0.93,4.19,78.89,86.94,16.06,0.31,0.8410500000000001,0.8181,0.864,0.0324562012564625,2
Anserma,2002,2,32.45,0.85,2.25,78.88,85.5,16.66,0.27,0.7868999999999999,0.7725,0.8013,0.0203646752981725,2
Anserma,2002,3,32.33,0.82,5.7,78.89,86.18,16.52,0.26,0.4088,0.1024,0.7152,0.4333150355111163,2
Anserma,2002,4,32.55,0.92,12.02,78.86,88.64,16.28,0.26,0.85795,0.7778,0.9381,0.1133492170242035,2
Anserma,2002,5,32.23,0.94,6.25,78.92,87.57,16.12,0.3,0.7918000000000001,0.7671,0.8165,0.0349310749906154,2
Anserma,2002,6,31.79,0.93,5.5,79.0,85.89,15.47,0.3,0.76335,0.746,0.7807,0.0245366053071731,2
Anserma,2002,7,31.7,0.87,6.79,79.03,84.62,15.6,0.28,0.7661,0.7424,0.7898,0.0335168614282423,2
Anserma,2002,8,31.62,0.83,5.07,78.95,83.39,15.48,0.34,0.7563,0.7474,0.7652,0.0125865007051205,2
Anserma,2002,9,31.73,0.82,6.95,78.95,84.12,15.77,0.3,0.77095,0.7272,0.8147,0.0618718433538228,2
Anserma,2002,10,32.01,0.88,9.65,78.85,86.15,15.68,0.3,0.8522,0.8522,0.8522,,1
Anserma,2002,11,32.02,0.96,6.84,78.89,87.98,15.7,0.27,0.65355,0.4319,0.8752,0.3134604360999965,2
Anserma,2002,12,32.09,0.92,5.95,78.89,88.63,16.05,0.3,0.81755,0.8062,0.8289,0.0160513239329345,2
Anserma,2003,1,31.92,0.84,1.71,78.91,83.69,16.71,0.3,0.82055,0.7967,0.8444,0.0337289934625983,2
Anserma,2003,2,32.45,0.78,4.7,78.85,86.13,16.87,0.25,0.75075,0.6811,0.8204,0.098499974619286,2
Anserma,2003,3,32.43,0.81,5.75,78.87,86.24,16.52,0.29,0.74395,0.7437,0.7442,0.0003535533905932,2
Anserma,2003,4,32.3,0.86,6.78,78.9,87.86,16.4,0.3,0.8758,0.7818,0.9698,0.1329360748630709,2
Anserma,2003,5,32.17,0.89,5.67,78.93,87.45,16.37,0.24,0.7265999999999999,0.5558,0.8974,0.2415476764533247,2
Anserma,2003,6,31.78,0.9,6.79,78.96,87.19,15.47,0.28,0.8359000000000001,0.8152,0.8566,0.0292742207411231,2
Anserma,2003,7,31.8,0.85,5.78,78.99,85.56,15.67,0.27,0.5693,0.2756,0.863,0.415354523268978,2
Anserma,2003,8,31.71,0.85,5.08,79.01,84.36,15.57,0.3,0.8201,0.8014,0.8388,0.0264457936163768,2
Anserma,2003,9,32.0,0.83,5.82,78.96,86.97,15.81,0.3,0.8069999999999999,0.782,0.832,0.0353553390593272,2
Anserma,2003,10,32.12,0.9,9.44,78.88,90.78,15.72,0.33,0.8447,0.8447,0.8447,,1
Anserma,2003,11,31.98,0.93,6.35,78.84,89.25,15.96,0.29,0.82405,0.8042,0.8439,0.0280721392131059,2
Anserma,2003,12,31.71,0.91,3.73,78.85,88.52,15.79,0.31,0.8087500000000001,0.7871,0.8304,0.0306177236253775,2
Anserma,2004,1,32.0,0.87,3.44,78.9,86.91,16.08,0.3,0.83595,0.8241,0.8478,0.0167584307141211,2
Anserma,2004,2,31.99,0.81,4.13,78.93,84.24,16.35,0.27,0.7659,0.7081,0.8237,0.0817415439051649,2
Anserma,2004,3,32.41,0.8,3.55,78.83,86.12,17.07,0.23,0.8067,0.7861,0.8273,0.0291327993848857,2
Anserma,2004,4,32.33,0.81,4.9,78.92,87.46,16.46,0.28,0.81075,0.7854,0.8361,0.0358503138061579,2
Anserma,2004,5,32.28,0.81,5.74,78.95,86.86,16.27,0.26,0.6333,0.4107,0.8559,0.3148039389842509,2
Anserma,2004,6,31.4,0.79,2.24,78.99,84.13,15.56,0.32,0.8452500000000001,0.8355,0.855,0.0137885822331376,2
Anserma,2004,7,31.54,0.74,3.38,78.97,84.49,15.19,0.27,0.81785,0.8024,0.8333,0.0218495995386643,2
Anserma,2004,8,31.53,0.69,2.42,79.0,81.91,15.56,0.33,0.7511,0.7142,0.788,0.0521844804515672,2
Anserma,2004,9,31.93,0.65,2.81,78.95,82.62,15.59,0.31,0.81945,0.7941,0.8448,0.0358503138061579,2
Anserma,2004,10,32.03,0.73,8.64,78.9,88.05,15.86,0.32,0.8934,0.8529,0.9339,0.0572756492761103,2
Anserma,2004,11,31.94,0.85,7.61,78.84,90.09,15.56,0.3,0.2277,0.2277,0.2277,,1
Anserma,2004,12,31.99,0.9,4.69,78.85,89.4,15.8,0.28,0.65505,0.4885,0.8216,0.2355372688132389,2
Anserma,2005,1,32.41,0.89,4.52,78.85,88.6,16.06,0.29,0.63165,0.5934,0.6699,0.0540936687607708,2
Anserma,2005,2,32.82,0.85,2.47,78.83,86.0,16.98,0.26,0.7763,0.6968,0.8558,0.112429978208661,2
Anserma,2005,3,32.25,0.79,3.67,78.97,85.35,17.06,0.25,0.79405,0.7758,0.8123,0.0258093975133089,2
Anserma,2005,4,32.56,0.83,6.17,78.9,87.25,16.86,0.27,0.8553999999999999,0.8351,0.8757,0.0287085353161738,2
Anserma,2005,5,32.08,0.89,7.56,78.92,88.62,16.2,0.28,0.75395,0.6539,0.854,0.1414920669154281,2
Anserma,2005,6,32.08,0.88,5.72,78.95,86.62,16.05,0.27,0.8361000000000001,0.8308,0.8414,0.0074953318805774,2
Anserma,2005,7,31.63,0.87,4.82,79.02,84.49,15.68,0.32,0.8487499999999999,0.7968,0.9007,0.0734683945652823,2
Anserma,2005,8,31.91,0.78,3.68,78.98,83.8,15.86,0.31,0.6737500000000001,0.6684,0.6791,0.007566042558696,2
Anserma,2005,9,31.96,0.76,4.4,78.96,84.89,16.2,0.3,0.8404,0.82,0.8608,0.0288499566724112,2
Anserma,2005,10,31.95,0.83,7.17,78.92,89.62,15.77,0.35,0.8115,0.8115,0.8115,,1
Anserma,2005,11,31.92,0.89,5.49,78.85,89.19,15.74,0.34,0.8471,0.8442,0.85,0.0041012193308819,2
Anserma,2005,12,31.67,0.89,4.96,78.86,89.15,15.51,0.36,0.855,0.8368,0.8732,0.0257386868351903,2
Anserma,2006,1,32.01,0.92,6.91,78.83,88.04,15.81,0.27,0.75395,0.6347,0.8732,0.1686449673129915,2
Anserma,2006,2,32.26,0.91,4.05,78.86,85.63,16.61,0.27,0.7989999999999999,0.7649,0.8331,0.0482246824769224,2
Anserma,2006,3,32.34,0.85,3.75,78.87,87.65,16.24,0.23,0.7889999999999999,0.7147,0.8633,0.1050760676843209,2
Anserma,2006,4,32.3,0.86,5.96,78.87,88.56,15.97,0.28,0.5811999999999999,0.3202,0.8422,0.3691097397793778,2
Anserma,2006,5,32.14,0.88,3.77,78.95,87.01,16.22,0.25,0.67655,0.6488,0.7043,0.0392444263558533,2
Anserma,2006,6,31.73,0.88,5.71,78.97,86.64,15.64,0.29,0.84275,0.8387,0.8468,0.005727564927611,2
Anserma,2006,7,31.67,0.76,2.07,79.0,82.84,15.52,0.29,0.84955,0.8409,0.8582,0.0122329473145273,2
Anserma,2006,8,31.66,0.76,6.16,78.94,84.27,15.94,0.31,0.8408,0.8386,0.843,0.0031112698372207,2
Anserma,2006,9,31.81,0.8,6.33,78.97,84.5,15.87,0.31,0.8100499999999999,0.7956,0.8245,0.0204353859762912,2
Anserma,2006,10,32.11,0.81,5.68,78.89,88.17,16.02,0.31,0.833,0.833,0.833,,1
Anserma,2006,11,31.96,0.84,3.29,78.82,89.83,15.62,0.3,0.6599,0.4995,0.8203,0.2268398554046445,2
Anserma,2006,12,31.94,0.88,5.33,78.92,88.24,16.04,0.26,0.54045,0.4809,0.6,0.0842164176393178,2
Anserma,2007,1,32.4,0.83,2.6,78.85,86.45,16.6,0.25,0.7992,0.7591,0.8393,0.0567099638511611,2
Anserma,2007,2,31.34,0.74,0.99,78.94,79.66,16.3,0.36,0.8077000000000001,0.803,0.8124,0.0066468037431535,2
Anserma,2007,3,32.53,0.7,3.05,78.85,86.28,16.39,0.26,0.84385,0.7162,0.9715,0.1805243612369256,2
Anserma,2007,4,32.27,0.76,6.07,78.94,88.07,16.19,0.29,0.78085,0.7542,0.8075,0.0376887914372429,2
Anserma,2007,5,32.19,0.79,4.88,78.94,88.34,16.31,0.27,0.80375,0.7746,0.8329,0.0412243253431757,2
Anserma,2007,6,31.92,0.77,1.79,78.98,83.83,15.56,0.27,0.86975,0.7876,0.9519,0.1161776441489498,2
Anserma,2007,7,31.54,0.7,2.87,79.0,83.02,15.68,0.32,0.72725,0.6175,0.837,0.1552099384704471,2
Anserma,2007,8,32.04,0.65,2.03,78.95,83.08,15.74,0.3,0.79905,0.7735,0.8246,0.0361331565186325,2
Anserma,2007,9,31.92,0.64,3.44,78.96,82.24,15.87,0.31,0.8050999999999999,0.7895,0.8207,0.0220617315730203,2
Anserma,2007,10,31.8,0.67,3.48,78.88,88.77,15.27,0.36,0.8252,0.8252,0.8252,,1
Anserma,2007,11,31.85,0.69,3.46,78.8,88.03,15.69,0.32,0.7845500000000001,0.7618,0.8073,0.0321733585439879,2
Anserma,2007,12,31.94,0.7,3.47,78.87,88.43,15.34,0.33,0.4790999999999999,0.118,0.8402,0.5106725173729246,2
Anserma,2008,1,31.95,0.71,3.06,78.82,86.27,15.67,0.3,0.8426,0.7772,0.908,0.0924895669792004,2
Anserma,2008,2,32.03,0.67,1.84,78.9,84.82,15.74,0.28,0.821,0.8177,0.8243,0.0046669047558312,2
Anserma,2008,3,32.22,0.67,3.2,78.89,84.28,15.8,0.28,0.8022,0.7543,0.8501,0.0677408296376713,2
Anserma,2008,4,31.91,0.68,3.54,78.84,85.84,15.99,0.3,0.7981,0.7749,0.8213,0.0328097546470558,2
Anserma,2008,5,32.0,0.7,3.92,78.92,86.31,16.01,0.26,0.77675,0.6399,0.9136,0.1935351260107579,2
Anserma,2008,6,31.87,0.66,1.44,78.94,82.14,16.12,0.27,0.73675,0.6506,0.8229,0.1218344983984421,2
Anserma,2008,7,31.83,0.62,1.27,78.99,80.0,15.77,0.28,0.8084,0.7766,0.8402,0.0449719912834643,2
Anserma,2008,8,31.9,0.59,1.92,78.93,81.12,15.91,0.27,0.8069500000000001,0.7689,0.845,0.0538108260482962,2
Anserma,2008,9,31.76,0.58,1.21,78.95,78.62,16.25,0.32,0.6614500000000001,0.4796,0.8433,0.2571747363175474,2
Anserma,2008,10,31.9,0.62,4.8,78.93,84.62,15.98,0.31,0.52205,0.2569,0.7872,0.3749787260632261,2
Anserma,2008,11,32.07,0.67,7.22,78.85,88.27,15.67,0.35,0.8077,0.8077,0.8077,,1
Anserma,2008,12,31.81,0.8,8.05,78.85,89.6,15.59,0.35,0.84435,0.8434,0.8453,0.0013435028842544,2
Anserma,2009,1,32.14,0.85,5.15,78.89,88.88,15.74,0.3,0.8368500000000001,0.7931,0.8806,0.0618718433538229,2
Anserma,2009,2,32.21,0.86,5.25,78.82,87.93,16.06,0.25,0.7093499999999999,0.5104,0.9083,0.2813577882341272,2
